1;FF0000;Red;0;0;0;3;500;-1;200;10000;75
2;FFFF00;Yellow;50;0;0;1;500;-1;200;10000;75
3;00FF00;Green;0;-34;0;2;500;-1;200;10000;75
4;00FFFF;Cyan;50;-34;0;4;500;-1;200;10000;75
5;0000FF;Blue;0;-69;0;5;500;-1;200;10000;75
6;FF00FF;Magenta;50;-69;0;6;500;-1;200;10000;75
7;000000;Black;0;-100;0;8;500;-1;200;10000;75
