# T-Nr; Color; T-Name; ExPosX; ExPosY; ExPosZ; ExPosA; T-Diameter; XY-Feed; Z-Feed; Z-Save; Z-Deepth; Z-Step; Spindle-Spd; Step-over %, GCode
  1, FFFF00,Yellow              ,   50,  105,    0,    0,   1, 500,  500,   2,  -1,    1,  1000,  75, 
  2, 00FFFF,Cyan                ,   50,   70,    0,    0,   4, 500,  500,   2,  -1,    1,  1000,  75, 
  3, 00FF00,Green               ,    0,   70,    0,    0,   2, 500,  500,   2,  -1,    1,  1000,  75, 
  4, FF00FF,Magenta             ,   50,   35,    0,    0,   6, 500,  500,   2,  -1,    1,  1000,  75, 
  5, FF0000,Red                 ,    0,  105,    0,    0,   3, 500,  500,   2,  -1,    1,  1000,  75, 
  6, 0000FF,Blue                ,    0,   35,    0,    0,   5, 500,  500,   2,  -1,    1,  1000,  75, 
  7, 000000,Black               ,    0,    0,    0,    0,   8, 500,  500,   2,  -1,    1,  1000,  75, 
  8,000000,Default black,0,0,0,0,1,999,555,3,-1,1,1111,100,
